Duration;213;11;insert ;
Duration;16;12;insert ;
Duration;9;13;insert ;
Duration;17;14;insert ;
Duration;9;15;insert ;
Duration;10;16;insert ;
Duration;10;17;insert ;
Duration;11;18;insert ;
Duration;13;19;insert ;
Duration;12;20;insert ;
Duration;12;21;insert ;
Duration;13;22;insert ;
Duration;14;23;insert ;
Duration;15;24;insert ;
Duration;15;25;insert ;
Duration;15;26;insert ;
Duration;16;27;insert ;
Duration;18;28;insert ;
Duration;17;29;insert ;
Duration;17;30;insert ;
Duration;18;31;insert ;
Duration;20;32;insert ;
Duration;19;33;insert ;
Duration;19;34;insert ;
Duration;22;35;insert ;
Duration;21;36;insert ;
Duration;22;37;insert ;
Duration;22;38;insert ;
Duration;24;39;insert ;
Duration;23;40;insert ;
Duration;23;41;insert ;
Duration;26;42;insert ;
Duration;24;43;insert ;
Duration;26;44;insert ;
Duration;38;45;insert ;
Duration;26;46;insert ;
Duration;28;47;insert ;
Duration;27;48;insert ;
Duration;29;49;insert ;
Duration;28;50;insert ;
Duration;28;51;insert ;
Duration;30;52;insert ;
Duration;30;53;insert ;
Duration;31;54;insert ;
Duration;31;55;insert ;
Duration;32;56;insert ;
Duration;32;57;insert ;
Duration;52;58;insert ;
Duration;33;59;insert ;
Duration;35;60;insert ;
Duration;34;61;insert ;
Duration;35;62;insert ;
Duration;35;63;insert ;
Duration;37;64;insert ;
Duration;36;65;insert ;
Duration;41;66;insert ;
Duration;38;67;insert ;
Duration;39;68;insert ;
Duration;38;69;insert ;
Duration;41;70;insert ;
Duration;40;71;insert ;
Duration;40;72;insert ;
Duration;42;73;insert ;
Duration;41;74;insert ;
Duration;43;75;insert ;
Duration;44;76;insert ;
Duration;44;77;insert ;
Duration;45;78;insert ;
Duration;44;79;insert ;
Duration;46;80;insert ;
Duration;46;81;insert ;
Duration;45;82;insert ;
Duration;47;83;insert ;
Duration;48;84;insert ;
Duration;48;85;insert ;
Duration;47;86;insert ;
Duration;49;87;insert ;
Duration;49;88;insert ;
Duration;49;89;insert ;
Duration;53;90;insert ;
Duration;48;91;insert ;
Duration;51;92;insert ;
Duration;47;93;insert ;
Duration;49;94;insert ;
Duration;50;95;insert ;
Duration;51;96;insert ;
Duration;53;97;insert ;
Duration;52;98;insert ;
Duration;58;99;insert ;
Duration;54;100;insert ;
Duration;57;101;insert ;
Duration;57;102;insert ;
Duration;58;103;insert ;
Duration;59;104;insert ;
Duration;61;105;insert ;
Duration;60;106;insert ;
Duration;61;107;insert ;
Duration;66;108;insert ;
Duration;57;109;insert ;
Duration;61;110;insert ;
Duration;61;111;insert ;
Duration;58;112;insert ;
Duration;62;113;insert ;
Duration;59;114;insert ;
Duration;63;115;insert ;
Duration;71;116;insert ;
Duration;66;117;insert ;
Duration;66;118;insert ;
Duration;66;119;insert ;
Duration;67;120;insert ;
Duration;67;121;insert ;
Duration;68;122;insert ;
Duration;68;123;insert ;
Duration;70;124;insert ;
Duration;74;125;insert ;
Duration;71;126;insert ;
Duration;71;127;insert ;
Duration;72;128;insert ;
Duration;73;129;insert ;
Duration;87;130;insert ;
Duration;175;131;insert ;
Duration;121;132;insert ;
Duration;125;133;insert ;
Duration;113;134;insert ;
Duration;133;135;insert ;
Duration;128;136;insert ;
Duration;102;137;insert ;
Duration;72;138;insert ;
Duration;76;139;insert ;
Duration;97;140;insert ;
Duration;102;141;insert ;
Duration;79;142;insert ;
Duration;73;143;insert ;
Duration;79;144;insert ;
Duration;81;145;insert ;
Duration;85;146;insert ;
Duration;117;147;insert ;
Duration;81;148;insert ;
Duration;78;149;insert ;
Duration;84;150;insert ;
Duration;90;151;insert ;
Duration;80;152;insert ;
Duration;96;153;insert ;
Duration;80;154;insert ;
Duration;86;155;insert ;
Duration;87;156;insert ;
Duration;92;157;insert ;
Duration;88;158;insert ;
Duration;88;159;insert ;
Duration;90;160;insert ;
Duration;82;161;insert ;
Duration;83;162;insert ;
Duration;84;163;insert ;
Duration;84;164;insert ;
Duration;84;165;insert ;
Duration;84;166;insert ;
Duration;93;167;insert ;
Duration;85;168;insert ;
Duration;86;169;insert ;
Duration;104;170;insert ;
Duration;99;171;insert ;
Duration;95;172;insert ;
Duration;88;173;insert ;
Duration;1284;174;insert ;
Duration;99;175;insert ;
Duration;97;176;insert ;
Duration;100;177;insert ;
Duration;194;178;insert ;
Duration;174;179;insert ;
Duration;98;180;insert ;
Duration;100;181;insert ;
Duration;99;182;insert ;
Duration;101;183;insert ;
Duration;99;184;insert ;
Duration;94;185;insert ;
Duration;95;186;insert ;
Duration;94;187;insert ;
Duration;102;188;insert ;
Duration;101;189;insert ;
Duration;103;190;insert ;
Duration;102;191;insert ;
Duration;104;192;insert ;
Duration;99;193;insert ;
Duration;104;194;insert ;
Duration;105;195;insert ;
Duration;104;196;insert ;
Duration;106;197;insert ;
Duration;106;198;insert ;
Duration;108;199;insert ;
Duration;109;200;insert ;
Duration;116;201;insert ;
Duration;103;202;insert ;
Duration;110;203;insert ;
Duration;112;204;insert ;
Duration;113;205;insert ;
Duration;110;206;insert ;
Duration;113;207;insert ;
Duration;115;208;insert ;
Duration;114;209;insert ;
Duration;117;210;insert ;
Duration;116;211;insert ;
Duration;117;212;insert ;
Duration;118;213;insert ;
Duration;119;214;insert ;
Duration;120;215;insert ;
Duration;128;216;insert ;
Duration;122;217;insert ;
Duration;120;218;insert ;
Duration;122;219;insert ;
Duration;127;220;insert ;
Duration;114;221;insert ;
Duration;122;222;insert ;
Duration;129;223;insert ;
Duration;114;224;insert ;
Duration;125;225;insert ;
Duration;125;226;insert ;
Duration;125;227;insert ;
Duration;127;228;insert ;
Duration;127;229;insert ;
Duration;128;230;insert ;
Duration;140;231;insert ;
Duration;120;232;insert ;
Duration;126;233;insert ;
Duration;140;234;insert ;
Duration;129;235;insert ;
Duration;122;236;insert ;
Duration;134;237;insert ;
Duration;123;238;insert ;
Duration;132;239;insert ;
Duration;134;240;insert ;
Duration;132;241;insert ;
Duration;135;242;insert ;
Duration;135;243;insert ;
Duration;139;244;insert ;
Duration;137;245;insert ;
Duration;137;246;insert ;
Duration;138;247;insert ;
Duration;139;248;insert ;
Duration;140;249;insert ;
Duration;140;250;insert ;
Duration;158;251;insert ;
Duration;292;252;insert ;
Duration;252;253;insert ;
Duration;301;254;insert ;
Duration;282;255;insert ;
Duration;278;256;insert ;
Duration;281;257;insert ;
Duration;284;258;insert ;
Duration;242;259;insert ;
Duration;146;260;insert ;
Duration;165;261;insert ;
Duration;135;262;insert ;
Duration;134;263;insert ;
Duration;135;264;insert ;
Duration;152;265;insert ;
Duration;143;266;insert ;
Duration;152;267;insert ;
Duration;136;268;insert ;
Duration;146;269;insert ;
Duration;147;270;insert ;
Duration;147;271;insert ;
Duration;149;272;insert ;
Duration;155;273;insert ;
Duration;138;274;insert ;
Duration;140;275;insert ;
Duration;149;276;insert ;
Duration;140;277;insert ;
Duration;141;278;insert ;
Duration;188;279;insert ;
Duration;196;280;insert ;
Duration;143;281;insert ;
Duration;153;282;insert ;
Duration;152;283;insert ;
Duration;151;284;insert ;
Duration;159;285;insert ;
Duration;153;286;insert ;
Duration;177;287;insert ;
Duration;145;288;insert ;
Duration;156;289;insert ;
Duration;158;290;insert ;
Duration;167;291;insert ;
Duration;158;292;insert ;
Duration;158;293;insert ;
Duration;157;294;insert ;
Duration;158;295;insert ;
Duration;169;296;insert ;
Duration;170;297;insert ;
Duration;160;298;insert ;
Duration;162;299;insert ;
Duration;162;300;insert ;
Duration;161;301;insert ;
Duration;166;302;insert ;
Duration;163;303;insert ;
Duration;202;304;insert ;
Duration;153;305;insert ;
Duration;165;306;insert ;
Duration;174;307;insert ;
Duration;155;308;insert ;
Duration;166;309;insert ;
Duration;165;310;insert ;
Duration;170;311;insert ;
Duration;166;312;insert ;
Duration;202;313;insert ;
Duration;159;314;insert ;
Duration;158;315;insert ;
Duration;172;316;insert ;
Duration;172;317;insert ;
Duration;178;318;insert ;
Duration;160;319;insert ;
Duration;173;320;insert ;
Duration;175;321;insert ;
Duration;173;322;insert ;
Duration;181;323;insert ;
Duration;162;324;insert ;
Duration;174;325;insert ;
Duration;185;326;insert ;
Duration;176;327;insert ;
Duration;187;328;insert ;
Duration;170;329;insert ;
Duration;167;330;insert ;
Duration;165;331;insert ;
Duration;167;332;insert ;
Duration;167;333;insert ;
Duration;188;334;insert ;
Duration;169;335;insert ;
Duration;169;336;insert ;
Duration;168;337;insert ;
Duration;227;338;insert ;
Duration;346;339;insert ;
Duration;386;340;insert ;
Duration;190;341;insert ;
Duration;3168;342;insert ;
Duration;186;343;insert ;
Duration;185;344;insert ;
Duration;184;345;insert ;
Duration;186;346;insert ;
Duration;244;347;insert ;
Duration;177;348;insert ;
Duration;175;349;insert ;
Duration;179;350;insert ;
Duration;196;351;insert ;
Duration;188;352;insert ;
Duration;187;353;insert ;
Duration;189;354;insert ;
Duration;190;355;insert ;
Duration;197;356;insert ;
Duration;180;357;insert ;
Duration;180;358;insert ;
Duration;179;359;insert ;
Duration;182;360;insert ;
Duration;188;361;insert ;
Duration;183;362;insert ;
Duration;195;363;insert ;
Duration;183;364;insert ;
Duration;184;365;insert ;
Duration;191;366;insert ;
Duration;186;367;insert ;
Duration;197;368;insert ;
Duration;186;369;insert ;
Duration;187;370;insert ;
Duration;203;371;insert ;
Duration;189;372;insert ;
Duration;200;373;insert ;
Duration;209;374;insert ;
Duration;200;375;insert ;
Duration;206;376;insert ;
Duration;190;377;insert ;
Duration;202;378;insert ;
Duration;197;379;insert ;
Duration;192;380;insert ;
Duration;205;381;insert ;
Duration;192;382;insert ;
Duration;193;383;insert ;
Duration;193;384;insert ;
Duration;199;385;insert ;
Duration;196;386;insert ;
Duration;208;387;insert ;
Duration;197;388;insert ;
Duration;197;389;insert ;
Duration;210;390;insert ;
Duration;196;391;insert ;
Duration;208;392;insert ;
Duration;209;393;insert ;
Duration;206;394;insert ;
Duration;200;395;insert ;
Duration;211;396;insert ;
Duration;200;397;insert ;
Duration;212;398;insert ;
Duration;211;399;insert ;
Duration;200;400;insert ;
Duration;259;401;insert ;
Duration;233;402;insert ;
Duration;259;403;insert ;
Duration;244;404;insert ;
Duration;242;405;insert ;
Duration;225;406;insert ;
Duration;234;407;insert ;
Duration;217;408;insert ;
Duration;215;409;insert ;
Duration;221;410;insert ;
Duration;215;411;insert ;
Duration;227;412;insert ;
Duration;220;413;insert ;
Duration;220;414;insert ;
Duration;317;415;insert ;
Duration;211;416;insert ;
Duration;225;417;insert ;
Duration;225;418;insert ;
Duration;233;419;insert ;
Duration;210;420;insert ;
Duration;211;421;insert ;
Duration;213;422;insert ;
Duration;220;423;insert ;
Duration;234;424;insert ;
Duration;216;425;insert ;
Duration;214;426;insert ;
Duration;219;427;insert ;
Duration;234;428;insert ;
Duration;232;429;insert ;
Duration;233;430;insert ;
Duration;235;431;insert ;
Duration;219;432;insert ;
Duration;233;433;insert ;
Duration;232;434;insert ;
Duration;233;435;insert ;
Duration;237;436;insert ;
Duration;218;437;insert ;
Duration;234;438;insert ;
Duration;233;439;insert ;
Duration;239;440;insert ;
Duration;237;441;insert ;
Duration;239;442;insert ;
Duration;238;443;insert ;
Duration;241;444;insert ;
Duration;239;445;insert ;
Duration;241;446;insert ;
Duration;240;447;insert ;
Duration;243;448;insert ;
Duration;241;449;insert ;
Duration;243;450;insert ;
Duration;246;451;insert ;
Duration;244;452;insert ;
Duration;243;453;insert ;
Duration;245;454;insert ;
Duration;250;455;insert ;
Duration;230;456;insert ;
Duration;246;457;insert ;
Duration;245;458;insert ;
Duration;250;459;insert ;
Duration;251;460;insert ;
Duration;250;461;insert ;
Duration;252;462;insert ;
Duration;245;463;insert ;
Duration;251;464;insert ;
Duration;253;465;insert ;
Duration;253;466;insert ;
Duration;354;467;insert ;
Duration;289;468;insert ;
Duration;250;469;insert ;
Duration;303;470;insert ;
Duration;293;471;insert ;
Duration;278;472;insert ;
Duration;427;473;insert ;
Duration;311;474;insert ;
Duration;254;475;insert ;
Duration;277;476;insert ;
Duration;255;477;insert ;
Duration;260;478;insert ;
Duration;264;479;insert ;
Duration;243;480;insert ;
Duration;257;481;insert ;
Duration;258;482;insert ;
Duration;258;483;insert ;
Duration;244;484;insert ;
Duration;246;485;insert ;
Duration;245;486;insert ;
Duration;248;487;insert ;
Duration;246;488;insert ;
Duration;248;489;insert ;
Duration;247;490;insert ;
Duration;252;491;insert ;
Duration;251;492;insert ;
